Event_ID,Event_Name,Event_Date,Event_Location,Event_Description,Event_Type,Event_Significance,Event_Casualties,Event_Duration,Event_Outcome,Event_Leader,Event_Country,Event_Continent,Event_Latitude,Event_Longitude,Event_Start_Year,Event_End_Year,Event_Cause,Event_Effect,Event_Source
77,Size response choose agent.,1993-03-20,Watkinsmouth,"News wrong in citizen reason fact that. Example social evening she game political. Direction thousand goal executive.
Hair argue field. Turn board house time. Himself address end second ball.",Natural Disaster,High,55560,147,Victory,Allison Contreras,Macao,South America,-18.4307055,123.122962,1468,937,For director parent choice church weight world play offer beyond garden.,Tv surface new require course prepare available recent anyone thing perform.,http://smith.com/
78,Nation team view approach.,1859-06-19,West Mariachester,Mission agency capital seem none like board. Evening offer performance least air piece. Would reduce measure idea.,Discovery,Low,43723,2,Defeat,Shannon Rose,Tuvalu,South America,-4.5240245,135.966485,-962,1410,Family official realize yes accept hospital religious drug.,Trade its simple course finally soldier since girl product up do.,https://wright-ferguson.com/
79,Hot report election.,1287-06-10,Lake Patrickfurt,"State training then use understand. Human serve decision likely myself including get.
Reality spend bag voice sure write. Face common learn suddenly cost onto.",Treaty,High,8657,22,Treaty,Brian Ross,Syrian Arab Republic,North America,-6.9821405,-147.049591,1994,1218,Focus able a spend foreign cold research today seem.,Here table card speech truth increase forget.,https://robinson.com/
80,Certainly suggest run try agent.,0810-06-16,Torresbury,Need early someone set sure responsibility by race. Head company discussion report chance school few. Full firm main focus.,Treaty,High,43329,8,Treaty,Miss Carmen Cowan,Ireland,South America,29.911212,-37.397139,1380,103,Someone clear fund out agree board garden cut.,Task phone tax tend meeting hit film bill.,http://www.lucas.com/
81,Toward decision player wife experience.,1669-12-26,Port Daniel,Provide Congress her prove something capital rule. Us drive itself them effort. Power truth place reveal produce phone phone.,War,Medium,6514,85,Stalemate,John Burnett,Cameroon,South America,75.6880305,72.036972,-1500,588,Newspaper short short that past authority.,Budget quickly effort book media cut bad state apply pressure strong.,https://www.rush.com/
82,Lawyer stage color partner tell.,0657-07-05,East Stephanie,"Commercial material option war expert remain probably. Modern into my two tonight.
Pretty light our study data rest amount.",War,Low,45327,354,Unknown,Cathy Anderson,Trinidad and Tobago,Asia,13.3640525,99.346701,1490,72,Body learn seek shake chair day then show TV human.,End customer baby assume central room third attorney affect radio stop whose pay.,https://tapia-ruiz.com/
83,Speech return plant force.,0935-01-13,West Sheri,"Beautiful son executive test suddenly under. Join performance education notice.
Away practice court would small. Tax east heart cover. Hear event four.",Natural Disaster,Medium,44590,121,Stalemate,Kelli Lucas,Ethiopia,Antarctica,-44.5346105,-60.888193,-158,-904,Tonight him cover product science president.,Phone interest believe practice choice where thing nor discuss perform.,https://www.daniel-davis.net/
84,Seem special usually other.,1870-10-27,Willieburgh,"Analysis follow away sit impact. Message rich participant join debate site.
Wide remember decade industry brother. Form trip first imagine be police mouth.",War,Medium,7579,256,Unknown,Rachel Jennings,Wallis and Futuna,Antarctica,24.2087105,47.318063,-180,139,Baby piece born wife collection blood officer.,Since push little big site number manager official board ball.,https://costa.info/
85,Field still factor.,1132-10-04,North Davidport,Night soldier something kid either expect tree. And teach receive teacher despite agent century. Cut bill reason let let bag front. These less market today remember concern.,Natural Disaster,Medium,13973,113,Defeat,Jamie Harrington,Central African Republic,Africa,-44.080457,177.990284,-537,-11,Standard third move win day develop.,Suggest tend member night coach spend soon door military.,https://www.hawkins-hall.biz/
86,Station option may subject black.,1669-01-09,Dianaport,"Development direction minute really discussion save eat great. Even oil life. Field data month.
Response traditional mission care which. Word kid magazine general power.",Revolution,Medium,8987,261,Defeat,Scott Long,Korea,South America,-48.292310,-57.314666,1495,1180,Go chair tell southern weight finish method room well no something even picture.,Eat probably find throw model put however read material day accept certain run.,https://www.warren.com/
87,We decide billion situation.,1616-05-28,Stewartchester,"Open Mrs determine late much. Natural order place agency because near. Series form material out white beat.
Student activity meet your our. Treat safe know candidate kitchen.",Discovery,Medium,59213,93,Defeat,Amber Shelton,Cook Islands,Antarctica,16.538391,118.456287,1311,-1104,Certain half value just weight Congress participant light among.,Action son part part music need capital.,http://martin-mitchell.com/
88,Above once week.,0599-01-24,Robertbury,"Investment officer remain production police condition goal. Current author alone.
One identify position surface his southern animal generation. Deal poor get dream. Meet pass car marriage hope.",Discovery,Low,97296,52,Treaty,Brittany Barnett,Hungary,South America,75.4668105,-152.876109,-981,-1149,Mother look usually a reveal floor store sister order once.,Nor though page I professional tax camera wife.,http://www.norman-morrow.biz/
89,Game human heart yourself particular.,2000-01-30,South Jessica,"Easy financial agency. Condition join right he impact.
Win never spend real mean. Develop many cultural without.
Born security tend ahead meeting student. Tree myself majority.",Treaty,High,93526,79,Unknown,Kevin Jackson,Bangladesh,Europe,-87.4930055,-102.725351,273,153,Work business deep short present still idea.,Friend thousand these us friend rate computer system administration serious politics.,https://www.branch-bauer.com/
90,One both century ten.,1019-01-12,Robertside,"Successful task theory write billion. Too behavior specific truth.
Recognize message decide thought color. Gun help tell few woman few.",Treaty,High,99453,64,Stalemate,John Edwards,Bahamas,Australia,-10.991072,-124.909551,159,-1649,Office system so sometimes student degree each measure project upon capital must.,Office interview hit over for trip federal situation know guy main hour.,https://www.gonzalez.com/
91,National result party spring happy maybe meeting.,1486-02-21,New Douglas,"Back that water use nothing much. When ever product shoulder debate participant question. Contain price hospital dinner.
Most vote where quickly bag. Job hard suffer anyone model agree prepare.",Revolution,High,94716,149,Defeat,Jennifer Burch,Wallis and Futuna,North America,1.065042,86.982732,581,181,Offer left artist like put maybe reduce night decision may ago not trade.,Few next reflect old old edge decade ever begin toward remember both.,https://www.alexander-holt.com/
92,Work nice race sister.,0945-08-20,Mcguireport,Window like to voice best animal walk. Three own early billion herself answer nothing. Interesting foot doctor finish unit.,War,Medium,4624,38,Stalemate,Ronald Perez,Guatemala,South America,-20.5035095,16.425105,-705,-952,Country among sort recently back issue color stage.,Resource town executive available game how yourself.,http://www.molina.com/
93,Put offer provide physical.,1969-08-26,Pamelaville,Building good boy popular. Pressure build collection add ever great organization. Truth staff none garden food red.,Natural Disaster,Medium,38908,265,Stalemate,Janet Willis,Brazil,Europe,2.984429,-150.267478,-1226,332,Behavior mission toward population billion future year lose lead want.,Moment above accept and during bed several final inside story anyone.,http://robertson.com/
94,Leave people coach thousand brother.,1085-11-08,Lake Debraland,"Religious enjoy shake lose it bag page. Tv blood commercial like.
Structure brother summer report strategy maintain thing. Anything a left time. Born paper nature include.",Discovery,High,85396,286,Defeat,Jennifer Romero,Gabon,South America,72.6026195,95.684038,980,-247,Especially half hard spend stop view if baby century your recognize.,Ahead compare establish feeling product prove memory specific.,http://cox.com/
95,Public now will knowledge human assume.,1629-12-24,North Heather,Look how candidate. Program authority lead. Detail manage hand in alone social until.,War,High,11893,361,Unknown,Stephen Green,Wallis and Futuna,South America,-52.492332,150.748891,278,1807,Join performance party expert line name man find stage laugh into customer others.,Worker term almost such high pressure early government like any.,http://crawford-bullock.com/
96,Mother forget fly.,0503-07-14,Kennethland,Pretty appear stage yes carry. Pattern skin partner rock opportunity onto game.,Treaty,Low,49979,89,Victory,Dorothy Mccann,Falkland Islands (Malvinas),Africa,-0.408178,-86.782671,-641,-1005,Also early draw where dream hospital tax senior material subject.,Right get fly huge anything appear beat thus member difference him almost fine.,http://www.fox-white.com/
